aesthetics,memory,quality,anomaly,frame
4.839927088,0.732,4.469721384,0.372509872,68
4.848380797,0.736,4.598431535,0.427502712,69
4.890742975,0.736,4.525836714,0.396645403,70
4.891173985,0.732,4.498399764,0.418967699,71
4.879431945,0.735,4.508693635,0.38013717,72
4.890095227,0.737,4.493962504,0.39276866,73
4.83415508,0.733,4.557479203,0.329228959,74
4.868644222,0.734,4.530505583,0.285028222,75
4.832715041,0.737,4.486878261,0.332927301,76
4.839838631,0.737,4.567173339,0.326313635,77
4.795219516,0.737,4.595307969,0.283527561,78
4.917063845,0.737,4.594008148,0.291821517,79
4.818376949,0.734,4.526757598,0.263338887,80
4.83754284,0.735,4.534079172,0.266902792,81
4.873905596,0.737,4.508002147,0.204350398,82
4.817722318,0.732,4.520456694,0.261064598,83
4.845414379,0.732,4.545130961,0.318442472,84
4.874534832,0.732,4.480327219,0.187751604,85
4.890817093,0.736,4.464581564,0.256634661,86
4.913242011,0.742,4.482191488,0.272311436,87
4.810913815,0.736,4.483726777,0.247263363,88
4.869751477,0.733,4.521271802,0.279338769,89
4.848830991,0.741,4.486091852,0.304375434,90
4.869319923,0.737,4.639155731,0.310393434,91
4.838353223,0.737,4.624858074,0.263787304,92
4.848138606,0.738,4.60629236,0.29617941,93
4.872508006,0.735,4.618988715,0.328301587,94
4.829436251,0.735,4.565879911,0.356731215,95
4.826959471,0.735,4.552822649,0.21590832,96
4.847035653,0.738,4.536155887,0.253903793,97
4.830705145,0.734,4.626096219,0.204137773,98
4.882189014,0.734,4.625520229,0.21398197,99
4.858282192,0.736,4.515707895,0.206166881,100
4.886710406,0.736,4.575651534,0.141668042,101
4.827236458,0.731,4.535464473,0.177886346,102
4.828159243,0.737,4.480058052,0.130953512,103
4.837079094,0.731,4.507441781,0.105270986,104
4.802975111,0.732,4.428160988,0.144027715,105
4.878042532,0.734,4.419301212,0.19917228,106
4.818584021,0.737,4.450370103,0.217234616,107
4.849933837,0.736,4.491312936,0.212411985,108
4.847324208,0.735,4.414016165,0.160057169,109
4.854354118,0.736,4.380215131,0.13422169,110
4.826665172,0.734,4.396945581,0.083428786,111
4.832937009,0.735,4.46569217,0.094241424,112
4.781477131,0.73,4.390799843,0.107388549,113
4.794200291,0.735,4.399171911,0.130747118,114
4.85128888,0.736,4.356931113,0.162009318,115
4.789453557,0.738,4.296555996,0.14315396,116
4.864740788,0.737,4.229330778,0.141025604,117
4.79249787,0.731,4.365470551,0.17698723,118
4.870466658,0.739,4.408614293,0.146884069,119
4.862207612,0.733,4.514042847,0.145339707,120
4.823609813,0.731,4.531675681,0.153212714,121
4.828520713,0.736,4.553446494,0.186063415,122
4.861637694,0.741,4.526147507,0.30112235,123
4.918818381,0.736,4.528954551,0.460281895,124
4.877638022,0.735,4.53399691,0.330073931,125
4.848083477,0.738,4.556286752,0.245349386,126
4.891905766,0.734,4.565765575,0.217317279,127
4.85929176,0.734,4.494981803,0.271801768,128
4.89663828,0.734,4.470524147,0.291171532,129
4.87526175,0.738,4.542349324,0.252514754,130
4.832081626,0.738,4.593635611,0.35158969,131
4.850831484,0.735,4.512208477,0.375782612,132
4.856217305,0.734,4.481119961,0.47217749,133
4.844863509,0.732,4.382925227,0.76629348,134
4.84266786,0.733,4.594947271,0.920685241,135
4.890741564,0.736,4.492356725,0.95528819,136
4.83204893,0.74,4.511828057,0.78895222,137
4.870768633,0.734,4.589816429,0.756351614,138
4.848923251,0.735,4.589133024,0.676882673,139
4.913259809,0.735,4.593411021,0.671946139,140
4.889945621,0.736,4.529810764,0.796441834,141
4.879162451,0.739,4.534687057,0.772532617,142
4.856722921,0.731,4.46673198,0.510669732,143
4.844750329,0.738,4.541918047,0.193813392,144
4.857803012,0.734,4.543200143,0.156113207,145
4.817749356,0.738,4.545358464,0.158967104,146
4.859719898,0.741,4.448637046,0.165812525,147
4.905127679,0.737,4.510976844,0.148050041,148
4.828792858,0.736,4.604649067,0.149754551,149
4.854534548,0.732,4.571260087,0.139243608,150
4.863886261,0.735,4.480734393,0.093507021,151
4.896215683,0.739,4.506868869,0.087888384,152
4.864874754,0.739,4.438557737,0.111344183,153
4.815393701,0.739,4.511183694,0.133899637,154
4.845990866,0.736,4.459481865,0.156132249,155
4.814140809,0.738,4.344043873,0.137101562,156
4.82012371,0.741,4.491742849,0.096811002,157
4.765868121,0.74,4.433610752,0.083652732,158
4.806149492,0.741,4.482390538,0.037439296,159
4.807096282,0.735,4.375251047,0.536628592,160
4.793451554,0.754,4.34776599,0.95179791,161
4.779662732,0.728,4.245722935,0.98857283,162
4.915805711,0.724,4.32579916,0.934796945,163
4.951865899,0.714,4.300966553,0.920650052,164
4.895450473,0.712,4.246932797,0.955736432,165
4.859578895,0.714,4.848948158,1,166
4.749470408,0.764,4.837014861,0.847128733,167
4.86509392,0.727,4.234187365,0.625781055,168
4.777806117,0.756,4.504610814,0.502440888,169
4.822451282,0.718,4.343944728,0.370674083,170
4.797645682,0.737,4.55157236,0.293318317,171
4.888791439,0.738,4.577481389,0.13245233,172
4.901272942,0.71,4.534214839,0.018856674,173
4.943503852,0.718,4.344487466,0.04292332,174
4.815865665,0.78,4.812573455,0.011154522,175
4.747008022,0.705,4.531627052,0.047215222,176
4.984021608,0.712,4.477784552,0.03376491,177
4.962009722,0.729,4.410167299,0.00287838,178
5.034441422,0.722,4.81609109,0.005216553,179
4.911011538,0.733,4.435596526,0.031497817,180
4.862920269,0.713,4.394984066,0.006115844,181
4.894290304,0.723,4.370926425,0,182
4.894290304,0.723,4.370926425,0,183
