aesthetics,memory,quality,anomaly,frame
4.455532995,0.732,5.314357884,0.427502712,69
4.453172507,0.732,5.091147721,0.396645403,70
4.506243261,0.733,5.179275654,0.418967699,71
4.590171885,0.735,5.337896273,0.38013717,72
4.58483442,0.734,5.316748582,0.39276866,73
4.548804484,0.731,5.264870606,0.329228959,74
4.494866379,0.732,5.322696865,0.285028222,75
4.574597111,0.727,5.323274255,0.332927301,76
4.416360437,0.722,5.245140433,0.326313635,77
4.460472456,0.728,5.18005266,0.283527561,78
4.533973307,0.732,5.317610197,0.291821517,79
4.514280045,0.745,5.291632116,0.263338887,80
4.443634967,0.731,5.360734023,0.266902792,81
4.522772506,0.731,5.393099479,0.204350398,82
4.509029598,0.737,5.504055165,0.261064598,83
4.496326191,0.722,5.257938109,0.318442472,84
4.455083146,0.722,5.346615702,0.187751604,85
4.436109883,0.726,5.224373527,0.256634661,86
4.491160388,0.731,5.287152275,0.272311436,87
4.480632393,0.724,5.098566793,0.247263363,88
4.497760208,0.728,5.093820252,0.279338769,89
4.504425618,0.716,5.160705194,0.304375434,90
4.528910419,0.732,5.183213077,0.310393434,91
4.493331612,0.73,5.296444967,0.263787304,92
4.519567924,0.738,5.128240772,0.29617941,93
4.519201398,0.728,5.163836211,0.328301587,94
4.485501853,0.731,5.139965385,0.356731215,95
4.422701842,0.734,5.160386316,0.21590832,96
4.454497434,0.73,5.042261481,0.253903793,97
4.35385923,0.724,5.238175161,0.204137773,98
4.405909186,0.741,5.205508441,0.21398197,99
4.460694157,0.736,5.198448703,0.206166881,100
4.470264049,0.729,5.166542232,0.141668042,101
4.542455092,0.731,5.201220326,0.177886346,102
4.530877591,0.733,5.26044561,0.130953512,103
4.503635152,0.73,5.207713433,0.105270986,104
4.450204501,0.73,5.219831675,0.144027715,105
4.570728268,0.738,5.213177286,0.19917228,106
4.583071391,0.743,5.269687191,0.217234616,107
4.579964618,0.742,5.23865582,0.212411985,108
4.521700632,0.741,5.344659224,0.160057169,109
4.534039805,0.742,5.163809963,0.13422169,110
4.557198768,0.742,5.286545768,0.083428786,111
4.52761429,0.736,5.118231542,0.094241424,112
4.576099207,0.729,5.159922384,0.107388549,113
4.560281066,0.74,5.313579164,0.130747118,114
4.569895743,0.746,5.271638885,0.162009318,115
4.583220725,0.745,5.264634892,0.14315396,116
4.631916911,0.751,5.250745907,0.141025604,117
4.605192578,0.751,5.22670684,0.17698723,118
4.577260855,0.748,5.228454933,0.146884069,119
4.599766871,0.736,5.386599652,0.145339707,120
4.624430022,0.733,5.340620764,0.153212714,121
4.616516649,0.736,5.31848041,0.186063415,122
4.49008232,0.727,5.061447442,0.30112235,123
4.570510846,0.742,5.214527071,0.460281895,124
4.563688176,0.73,5.262687765,0.330073931,125
4.605919152,0.742,5.080339454,0.245349386,126
4.592026018,0.747,5.063170157,0.217317279,127
4.6519959,0.745,5.356387965,0.271801768,128
4.656069445,0.746,5.300299689,0.291171532,129
4.641346711,0.74,5.25251621,0.252514754,130
4.539766623,0.752,5.074312575,0.35158969,131
4.554686986,0.745,5.064903833,0.375782612,132
4.449682929,0.737,5.420829587,0.47217749,133
4.403640224,0.735,5.328188248,0.76629348,134
4.372055062,0.736,5.174340695,0.920685241,135
4.270048052,0.741,5.056975454,0.95528819,136
4.28313788,0.748,5.043151841,0.78895222,137
4.412979185,0.757,5.267046623,0.756351614,138
4.221394392,0.749,5.178367704,0.676882673,139
4.250804983,0.743,5.15486946,0.671946139,140
4.430651273,0.776,4.814464539,0.796441834,141
4.577578249,0.754,4.884951763,0.772532617,142
4.49124821,0.747,4.828859866,0.510669732,143
4.555836475,0.748,4.828525014,0.193813392,144
4.54240081,0.743,4.829301409,0.156113207,145
4.502878289,0.742,4.824806698,0.158967104,146
4.483270787,0.743,4.920553282,0.165812525,147
4.510604761,0.745,4.8391276,0.148050041,148
4.653871374,0.741,4.929092579,0.149754551,149
4.567635205,0.743,4.7887621,0.139243608,150
4.533213622,0.745,4.838845037,0.093507021,151
4.557120919,0.751,4.823066853,0.087888384,152
4.564803187,0.742,4.842535898,0.111344183,153
4.535839524,0.74,4.939811401,0.133899637,154
4.572041257,0.741,4.893656813,0.156132249,155
4.552061064,0.749,4.882898249,0.137101562,156
4.607134271,0.752,4.864383377,0.096811002,157
4.591163127,0.747,4.781476289,0.083652732,158
4.521535044,0.747,4.882081106,0.037439296,159
4.537943216,0.75,4.75394012,0.536628592,160
4.025359486,0.731,4.949450821,0.95179791,161
4.177923923,0.725,4.568139177,0.98857283,162
4.316273071,0.736,4.460277885,0.934796945,163
4.293084431,0.736,4.752555855,0.920650052,164
4.510049956,0.729,4.899336502,0.955736432,165
4.731660501,0.778,4.495783553,1,166
4.679256245,0.757,4.171314947,0.847128733,167
4.643857216,0.771,4.225363858,0.625781055,168
4.744754663,0.78,4.30350161,0.502440888,169
4.720303036,0.775,4.367538661,0.370674083,170
4.752240959,0.792,4.339545678,0.293318317,171
4.811723362,0.784,4.311371397,0.13245233,172
4.817301276,0.789,4.2722179,0.018856674,173
4.756227007,0.788,4.199535582,0.04292332,174
4.766321532,0.786,4.268117066,0.011154522,175
4.803323663,0.79,4.196150757,0.047215222,176
4.733305643,0.79,4.206094984,0.03376491,177
4.749351917,0.783,4.251259893,0.00287838,178
4.758921333,0.783,4.268599056,0.005216553,179
4.741289902,0.786,4.275364392,0.031497817,180
4.703480283,0.788,4.242236059,0.006115844,181
4.785739812,0.786,4.238828398,0,182
4.785739812,0.786,4.238828398,0,183
